RetainedTxp	DuplicateTxp
ENST00000421233.6|ENSG00000223484.7|OTTHUMG00000022681.1|OTTHUMT00000058849.1|TRPC6P-201|TRPC6P|880|processed_pseudogene|	ENST00000421233.6_PAR_Y|ENSG00000223484.7_PAR_Y|OTTHUMG00000022681.1|OTTHUMT00000058849.1|TRPC6P-201|TRPC6P|880|processed_pseudogene|
ENST00000634391.1|ENSG00000282993.1|OTTHUMG00000191494.1|OTTHUMT00000488089.1|AL356737.1-201|AL356737.1|234|TEC|	ENST00000625037.1|ENSG00000279872.1|OTTHUMG00000185963.1|OTTHUMT00000471843.1|AC006435.4-201|AC006435.4|234|TEC|
ENST00000634391.1|ENSG00000282993.1|OTTHUMG00000191494.1|OTTHUMT00000488089.1|AL356737.1-201|AL356737.1|234|TEC|	ENST00000624092.1|ENSG00000280096.1|OTTHUMG00000182418.1|OTTHUMT00000461084.1|AC015967.2-201|AC015967.2|234|TEC|
ENST00000364992.2|ENSG00000276178.1|-|-|Y_RNA.799-201|Y_RNA|102|misc_RNA|	ENST00000364268.2|ENSG00000275930.1|-|-|Y_RNA.796-201|Y_RNA|102|misc_RNA|
ENST00000443019.6|ENSG00000182378.13|OTTHUMG00000022693.5|OTTHUMT00000058880.3|PLCXD1-207|PLCXD1|284|protein_coding|	ENST00000443019.6_PAR_Y|ENSG00000182378.13_PAR_Y|OTTHUMG00000022693.5|OTTHUMT00000058880.3|PLCXD1-207|PLCXD1|284|protein_coding|
ENST00000381469.7|ENSG00000185291.11|OTTHUMG00000021059.4|-|IL3RA-202|IL3RA|1476|protein_coding|	ENST00000381469.7_PAR_Y|ENSG00000185291.11_PAR_Y|OTTHUMG00000021059.4|-|IL3RA-202|IL3RA|1476|protein_coding|
ENST00000431440.2|ENSG00000232543.2|OTTHUMG00000152368.2|OTTHUMT00000326002.2|IGHD4-11-201|IGHD4-11|16|IG_D_gene|	ENST00000414852.1|ENSG00000233655.1|OTTHUMG00000152355.2|OTTHUMT00000325961.2|IGHD4-4-201|IGHD4-4|16|IG_D_gene|
ENST00000509805.5|ENSG00000205571.13|OTTHUMG00000099389.7|OTTHUMT00000368780.1|SMN2-209|SMN2|499|retained_intron|	ENST00000513228.1|ENSG00000172062.16|OTTHUMG00000099361.6|OTTHUMT00000373785.2|SMN1-208|SMN1|499|retained_intron|
ENST00000497752.6|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000055630.1|CD99-209|CD99|806|processed_transcript|	ENST00000497752.6_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000055630.1|CD99-209|CD99|806|processed_transcript|
ENST00000244174.10|ENSG00000124334.17|OTTHUMG00000022720.1|OTTHUMT00000058981.1|IL9R-201|IL9R|1944|protein_coding|	ENST00000244174.10_PAR_Y|ENSG00000124334.17_PAR_Y|OTTHUMG00000022720.1|OTTHUMT00000058981.1|IL9R-201|IL9R|1944|protein_coding|
ENST00000445405.1|ENSG00000226092.4|OTTHUMG00000043606.1|OTTHUMT00000101952.1|RBMY2AP-201|RBMY2AP|1157|unprocessed_pseudogene|	ENST00000448575.5|ENSG00000215540.10|OTTHUMG00000044057.2|OTTHUMT00000102478.1|RBMY2CP-201|RBMY2CP|1157|transcribed_processed_pseudogene|
ENST00000445405.1|ENSG00000226092.4|OTTHUMG00000043606.1|OTTHUMT00000101952.1|RBMY2AP-201|RBMY2AP|1157|unprocessed_pseudogene|	ENST00000448881.5|ENSG00000215507.10|OTTHUMG00000045283.2|OTTHUMT00000105038.1|RBMY2DP-202|RBMY2DP|1157|transcribed_processed_pseudogene|
ENST00000434938.7|ENSG00000236871.7|OTTHUMG00000021061.3|OTTHUMT00000337679.2|LINC00106-202|LINC00106|356|lincRNA|	ENST00000434938.7_PAR_Y|ENSG00000236871.7_PAR_Y|OTTHUMG00000021061.3|OTTHUMT00000337679.2|LINC00106-202|LINC00106|356|lincRNA|
ENST00000477523.1|ENSG00000015568.12|OTTHUMG00000130985.17|OTTHUMT00000330109.1|RGPD5-209|RGPD5|6902|retained_intron|	ENST00000463822.1|ENSG00000183054.11|OTTHUMG00000153196.11|OTTHUMT00000338263.1|RGPD6-207|RGPD6|6902|retained_intron|
ENST00000641938.1|ENSG00000180934.6|OTTHUMG00000165377.3|OTTHUMT00000383757.3|OR56A1-204|OR56A1|1071|protein_coding|	ENST00000316650.5|ENSG00000180934.6|OTTHUMG00000165377.3|-|OR56A1-201|OR56A1|1071|protein_coding|
ENST00000612151.1|ENSG00000276118.1|OTTHUMG00000188679.1|OTTHUMT00000477886.1|AC242852.1-201|AC242852.1|96|unprocessed_pseudogene|	ENST00000454518.1|ENSG00000230964.1|OTTHUMG00000155075.3|OTTHUMT00000338344.3|AC233266.1-201|AC233266.1|96|processed_pseudogene|
ENST00000459285.1|ENSG00000238519.1|-|-|U8.18-201|U8|133|snoRNA|	ENST00000384699.1|ENSG00000207430.1|-|-|U8.11-201|U8|133|snoRNA|
ENST00000384245.1|ENSG00000206972.1|-|-|RNU6-17P-201|RNU6-17P|107|snRNA|	ENST00000384527.1|ENSG00000207257.1|-|-|RNU6-18P-201|RNU6-18P|107|snRNA|
ENST00000459128.1|ENSG00000274640.1|-|-|SNORD109A-201|SNORD109A|67|snoRNA|	ENST00000458961.1|ENSG00000239169.1|-|-|SNORD109B-201|SNORD109B|67|snoRNA|
ENST00000496630.6|ENSG00000167393.17|OTTHUMG00000021052.3|OTTHUMT00000354557.1|PPP2R3B-210|PPP2R3B|458|retained_intron|	ENST00000496630.6_PAR_Y|ENSG00000167393.17_PAR_Y|OTTHUMG00000021052.3|OTTHUMT00000354557.1|PPP2R3B-210|PPP2R3B|458|retained_intron|
ENST00000430235.7|ENSG00000236871.7|OTTHUMG00000021061.3|OTTHUMT00000055604.2|LINC00106-201|LINC00106|370|lincRNA|	ENST00000430235.7_PAR_Y|ENSG00000236871.7_PAR_Y|OTTHUMG00000021061.3|OTTHUMT00000055604.2|LINC00106-201|LINC00106|370|lincRNA|
ENST00000300108.7|ENSG00000166863.11|OTTHUMG00000156958.1|OTTHUMT00000346800.1|TAC3-201|TAC3|1120|nonsense_mediated_decay|	ENST00000615887.4|ENSG00000166863.11|OTTHUMG00000156958.1|-|TAC3-211|TAC3|1120|protein_coding|
ENST00000631420.1|ENSG00000256977.12|OTTHUMG00000191772.1|OTTHUMT00000486889.2|LIMS3-206|LIMS3|1580|nonsense_mediated_decay|	ENST00000632758.1|ENSG00000256671.6|OTTHUMG00000169984.4|OTTHUMT00000486995.1|LIMS4-203|LIMS4|1580|nonsense_mediated_decay|
ENST00000481020.5|ENSG00000025434.18|OTTHUMG00000150628.10|OTTHUMT00000319218.2|NR1H3-220|NR1H3|1704|retained_intron|	ENST00000481889.6|ENSG00000025434.18|OTTHUMG00000150628.10|OTTHUMT00000319236.2|NR1H3-221|NR1H3|1704|protein_coding|
ENST00000549484.5|ENSG00000225210.9|OTTHUMG00000188246.3|OTTHUMT00000477538.1|DUXAP9-202|DUXAP9|596|processed_transcript|	ENST00000610531.1|ENSG00000244306.10|OTTHUMG00000170430.12|OTTHUMT00000477647.1|DUXAP10-203|DUXAP10|596|processed_transcript|
ENST00000331070.8|ENSG00000183753.10|OTTHUMG00000058899.5|OTTHUMT00000130135.4|BPY2-201|BPY2|1206|protein_coding|	ENST00000382392.5|ENSG00000183795.8|OTTHUMG00000045101.4|OTTHUMT00000104781.1|BPY2B-201|BPY2B|1206|protein_coding|
ENST00000331070.8|ENSG00000183753.10|OTTHUMG00000058899.5|OTTHUMT00000130135.4|BPY2-201|BPY2|1206|protein_coding|	ENST00000382287.5|ENSG00000185894.8|OTTHUMG00000045199.3|OTTHUMT00000104944.1|BPY2C-201|BPY2C|1206|protein_coding|
ENST00000617526.4|ENSG00000242265.5|OTTHUMG00000155578.5|OTTHUMT00000476305.1|PEG10-209|PEG10|6392|protein_coding|	ENST00000612941.1|ENSG00000242265.5|OTTHUMG00000155578.5|OTTHUMT00000476335.1|PEG10-206|PEG10|6392|protein_coding|
ENST00000384420.1|ENSG00000207149.1|-|-|RNU6-465P-201|RNU6-465P|101|snRNA|	ENST00000364919.1|ENSG00000201789.1|-|-|RNU6-1071P-201|RNU6-1071P|101|snRNA|
ENST00000384420.1|ENSG00000207149.1|-|-|RNU6-465P-201|RNU6-465P|101|snRNA|	ENST00000516706.2|ENSG00000252515.2|-|-|RNU6-1171P-201|RNU6-1171P|101|snRNA|
ENST00000438063.6|ENSG00000230031.10|OTTHUMG00000185829.1|OTTHUMT00000471434.1|POTEB2-201|POTEB2|1478|nonsense_mediated_decay|	ENST00000435397.6|ENSG00000233917.8|OTTHUMG00000171734.2|OTTHUMT00000414910.2|POTEB-201|POTEB|1478|nonsense_mediated_decay|
ENST00000640551.1|ENSG00000283473.2|OTTHUMG00000133482.3|OTTHUMT00000344228.2|FAM240A-202|FAM240A|1826|protein_coding|	ENST00000444264.1|ENSG00000283473.2|OTTHUMG00000133482.3|-|FAM240A-201|FAM240A|1826|protein_coding|
ENST00000445792.7|ENSG00000167393.17|OTTHUMG00000021052.3|OTTHUMT00000354554.1|PPP2R3B-203|PPP2R3B|1998|retained_intron|	ENST00000445792.7_PAR_Y|ENSG00000167393.17_PAR_Y|OTTHUMG00000021052.3|OTTHUMT00000354554.1|PPP2R3B-203|PPP2R3B|1998|retained_intron|
ENST00000458170.1|ENSG00000225396.5|OTTHUMG00000021819.3|OTTHUMT00000057213.3|FAM236D-202|FAM236D|451|protein_coding|	ENST00000636532.1|ENSG00000283594.1|OTTHUMG00000191677.1|OTTHUMT00000489257.1|FAM236C-202|FAM236C|451|protein_coding|
ENST00000431812.1|ENSG00000237094.12|OTTHUMG00000002857.7|OTTHUMT00000007996.2|AL732372.2-208|AL732372.2|336|processed_transcript|	ENST00000587432.5|ENSG00000281379.2|OTTHUMG00000180460.8|OTTHUMT00000475095.2|SEPT14P19-201|SEPT14P19|336|processed_transcript|
ENST00000363616.1|ENSG00000200486.1|-|-|SNORD115-11-201|SNORD115-11|82|snoRNA|	ENST00000362834.1|ENSG00000199704.1|-|-|SNORD115-29-201|SNORD115-29|82|snoRNA|
ENST00000363616.1|ENSG00000200486.1|-|-|SNORD115-11-201|SNORD115-11|82|snoRNA|	ENST00000365629.1|ENSG00000202499.1|-|-|SNORD115-36-201|SNORD115-36|82|snoRNA|
ENST00000363616.1|ENSG00000200486.1|-|-|SNORD115-11-201|SNORD115-11|82|snoRNA|	ENST00000365503.1|ENSG00000202373.1|-|-|SNORD115-43-201|SNORD115-43|82|snoRNA|
ENST00000477636.6|ENSG00000167393.17|OTTHUMG00000021052.3|OTTHUMT00000055581.1|PPP2R3B-207|PPP2R3B|519|retained_intron|	ENST00000477636.6_PAR_Y|ENSG00000167393.17_PAR_Y|OTTHUMG00000021052.3|OTTHUMT00000055581.1|PPP2R3B-207|PPP2R3B|519|retained_intron|
ENST00000313871.8|ENSG00000197976.11|OTTHUMG00000021063.3|OTTHUMT00000055609.2|AKAP17A-201|AKAP17A|3204|protein_coding|	ENST00000313871.8_PAR_Y|ENSG00000197976.11_PAR_Y|OTTHUMG00000021063.3|OTTHUMT00000055609.2|AKAP17A-201|AKAP17A|3204|protein_coding|
ENST00000641279.1|ENSG00000183389.5|OTTHUMG00000165376.4|OTTHUMT00000383756.4|OR56A4-203|OR56A4|1209|protein_coding|	ENST00000330728.4|ENSG00000183389.5|OTTHUMG00000165376.4|-|OR56A4-201|OR56A4|1209|protein_coding|
ENST00000641389.1|ENSG00000167604.14|OTTHUMG00000180760.7|OTTHUMT00000452927.4|NFKBID-211|NFKBID|1834|protein_coding|	ENST00000396901.5|ENSG00000167604.14|OTTHUMG00000180760.7|-|NFKBID-201|NFKBID|1834|protein_coding|
ENST00000620320.4|ENSG00000268009.5|OTTHUMG00000022698.4|-|SSX4-202|SSX4|1092|protein_coding|	ENST00000619890.1|ENSG00000269791.5|OTTHUMG00000021497.3|-|SSX4B-202|SSX4B|1092|protein_coding|
ENST00000599837.2|ENSG00000268651.2|OTTHUMG00000024238.3|OTTHUMT00000061175.2|CTAG1A-202|CTAG1A|748|protein_coding|	ENST00000328435.2|ENSG00000184033.13|OTTHUMG00000024232.2|OTTHUMT00000061151.2|CTAG1B-201|CTAG1B|748|protein_coding|
ENST00000549733.5|ENSG00000169203.16|OTTHUMG00000163547.2|OTTHUMT00000409307.1|NPIPB12-204|NPIPB12|797|nonsense_mediated_decay|	ENST00000562937.5|ENSG00000198064.13|OTTHUMG00000163556.2|OTTHUMT00000434106.1|NPIPB13-203|NPIPB13|797|nonsense_mediated_decay|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000364718.1|ENSG00000201588.1|-|-|RNA5S2-201|RNA5S2|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000362467.1|ENSG00000199337.1|-|-|RNA5S3-201|RNA5S3|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000363511.1|ENSG00000200381.1|-|-|RNA5S4-201|RNA5S4|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000362526.1|ENSG00000199396.1|-|-|RNA5S5-201|RNA5S5|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000363754.1|ENSG00000200624.1|-|-|RNA5S6-201|RNA5S6|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000365651.1|ENSG00000202521.1|-|-|RNA5S7-201|RNA5S7|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000363473.1|ENSG00000200343.1|-|-|RNA5S8-201|RNA5S8|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000363040.1|ENSG00000199910.1|-|-|RNA5S10-201|RNA5S10|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000362464.1|ENSG00000199334.1|-|-|RNA5S11-201|RNA5S11|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000362400.1|ENSG00000199270.1|-|-|RNA5S12-201|RNA5S12|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000365656.1|ENSG00000202526.1|-|-|RNA5S13-201|RNA5S13|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000364485.1|ENSG00000201355.1|-|-|RNA5S14-201|RNA5S14|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000365055.1|ENSG00000201925.1|-|-|RNA5S15-201|RNA5S15|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000365387.1|ENSG00000202257.1|-|-|RNA5S16-201|RNA5S16|119|rRNA|
ENST00000362482.1|ENSG00000199352.1|-|-|RNA5S1-201|RNA5S1|119|rRNA|	ENST00000363500.1|ENSG00000200370.1|-|-|RNA5S17-201|RNA5S17|119|rRNA|
ENST00000447310.5|ENSG00000251369.8|OTTHUMG00000133709.5|OTTHUMT00000277057.2|ZNF550-204|ZNF550|4305|nonsense_mediated_decay|	ENST00000325134.9|ENSG00000251369.8|OTTHUMG00000133709.5|-|ZNF550-201|ZNF550|4305|protein_coding|
ENST00000495691.2|ENSG00000266311.6|OTTHUMG00000178492.1|OTTHUMT00000132158.2|AC007952.8-202|AC007952.8|440|lincRNA|	ENST00000428348.6|ENSG00000236022.6|OTTHUMG00000178240.1|OTTHUMT00000441120.1|AC106017.1-201|AC106017.1|440|lincRNA|
ENST00000484364.6|ENSG00000167393.17|OTTHUMG00000021052.3|OTTHUMT00000055580.1|PPP2R3B-209|PPP2R3B|732|retained_intron|	ENST00000484364.6_PAR_Y|ENSG00000167393.17_PAR_Y|OTTHUMG00000021052.3|OTTHUMT00000055580.1|PPP2R3B-209|PPP2R3B|732|retained_intron|
ENST00000460672.6|ENSG00000182162.10|OTTHUMG00000021060.2|OTTHUMT00000055603.2|P2RY8-202|P2RY8|407|protein_coding|	ENST00000460672.6_PAR_Y|ENSG00000182162.10_PAR_Y|OTTHUMG00000021060.2|OTTHUMT00000055603.2|P2RY8-202|P2RY8|407|protein_coding|
ENST00000413468.1|ENSG00000015568.12|OTTHUMG00000130985.17|OTTHUMT00000330106.2|RGPD5-204|RGPD5|2179|nonsense_mediated_decay|	ENST00000484024.5|ENSG00000183054.11|OTTHUMG00000153196.11|OTTHUMT00000338264.3|RGPD6-210|RGPD6|2179|nonsense_mediated_decay|
ENST00000399012.6|ENSG00000182378.13|OTTHUMG00000022693.5|OTTHUMT00000058878.2|PLCXD1-203|PLCXD1|5287|protein_coding|	ENST00000399012.6_PAR_Y|ENSG00000182378.13_PAR_Y|OTTHUMG00000022693.5|OTTHUMT00000058878.2|PLCXD1-203|PLCXD1|5287|protein_coding|
ENST00000420411.7|ENSG00000236017.8|OTTHUMG00000021056.3|OTTHUMT00000313732.1|ASMTL-AS1-202|ASMTL-AS1|697|antisense_RNA|	ENST00000420411.7_PAR_Y|ENSG00000236017.8_PAR_Y|OTTHUMG00000021056.3|OTTHUMT00000313732.1|ASMTL-AS1-202|ASMTL-AS1|697|antisense_RNA|
ENST00000603753.1|ENSG00000270678.1|OTTHUMG00000184966.1|OTTHUMT00000469383.1|AL670379.6-201|AL670379.6|252|processed_pseudogene|	ENST00000605823.1|ENSG00000270736.1|OTTHUMG00000184973.1|OTTHUMT00000469390.1|AL670379.7-201|AL670379.7|252|processed_pseudogene|
ENST00000603753.1|ENSG00000270678.1|OTTHUMG00000184966.1|OTTHUMT00000469383.1|AL670379.6-201|AL670379.6|252|processed_pseudogene|	ENST00000605353.1|ENSG00000270771.1|OTTHUMG00000184946.1|OTTHUMT00000469363.1|AL670379.8-201|AL670379.8|252|processed_pseudogene|
ENST00000603753.1|ENSG00000270678.1|OTTHUMG00000184966.1|OTTHUMT00000469383.1|AL670379.6-201|AL670379.6|252|processed_pseudogene|	ENST00000605253.1|ENSG00000270646.1|OTTHUMG00000184974.1|OTTHUMT00000469391.1|AL670379.5-201|AL670379.5|252|processed_pseudogene|
ENST00000603753.1|ENSG00000270678.1|OTTHUMG00000184966.1|OTTHUMT00000469383.1|AL670379.6-201|AL670379.6|252|processed_pseudogene|	ENST00000604752.1|ENSG00000270251.1|OTTHUMG00000184976.1|OTTHUMT00000469393.1|AL670379.1-201|AL670379.1|252|processed_pseudogene|
ENST00000584700.1|ENSG00000265322.1|-|-|MIR3118-2-201|MIR3118-2|75|miRNA|	ENST00000611502.1|ENSG00000277243.1|-|-|MIR3118-3-201|MIR3118-3|75|miRNA|
ENST00000584700.1|ENSG00000265322.1|-|-|MIR3118-2-201|MIR3118-2|75|miRNA|	ENST00000582779.1|ENSG00000265793.1|-|-|MIR3118-4-201|MIR3118-4|75|miRNA|
ENST00000604642.1|ENSG00000270961.1|OTTHUMG00000184622.2|OTTHUMT00000468982.2|IGHD5OR15-5A-201|IGHD5OR15-5A|23|IG_D_gene|	ENST00000604446.1|ENSG00000270824.1|OTTHUMG00000184624.2|OTTHUMT00000468984.2|IGHD5OR15-5B-201|IGHD5OR15-5B|23|IG_D_gene|
ENST00000448012.6|ENSG00000169246.16|OTTHUMG00000163506.5|-|NPIPB3-202|NPIPB3|1216|protein_coding|	ENST00000621622.4|ENSG00000243716.10|OTTHUMG00000163573.6|-|NPIPB5-227|NPIPB5|1216|protein_coding|
ENST00000460772.6|ENSG00000266311.6|OTTHUMG00000178492.1|OTTHUMT00000132156.2|AC007952.8-201|AC007952.8|428|lincRNA|	ENST00000424109.6|ENSG00000236022.6|OTTHUMG00000178240.1|OTTHUMT00000441121.1|AC106017.1-202|AC106017.1|428|lincRNA|
ENST00000459326.1|ENSG00000239149.1|-|-|SNORA59A-201|SNORA59A|152|snoRNA|	ENST00000458926.1|ENSG00000266079.4|OTTHUMG00000178478.1|-|SNORA59B-201|SNORA59B|152|snoRNA|
ENST00000399966.9|ENSG00000185203.12|OTTHUMG00000022676.3|OTTHUMT00000058824.3|WASIR1-201|WASIR1|1054|antisense_RNA|	ENST00000399966.9_PAR_Y|ENSG00000185203.12_PAR_Y|OTTHUMG00000022676.3|OTTHUMT00000058824.3|WASIR1-201|WASIR1|1054|antisense_RNA|
ENST00000484611.7|ENSG00000182378.13|OTTHUMG00000022693.5|OTTHUMT00000393211.1|PLCXD1-211|PLCXD1|540|processed_transcript|	ENST00000484611.7_PAR_Y|ENSG00000182378.13_PAR_Y|OTTHUMG00000022693.5|OTTHUMT00000393211.1|PLCXD1-211|PLCXD1|540|processed_transcript|
ENST00000575135.5|ENSG00000166676.14|OTTHUMG00000177389.3|OTTHUMT00000436676.2|TVP23A-209|TVP23A|1298|nonsense_mediated_decay|	ENST00000612195.4|ENSG00000166676.14|OTTHUMG00000177389.3|-|TVP23A-210|TVP23A|1298|protein_coding|
ENST00000419737.7|ENSG00000236017.8|OTTHUMG00000021056.3|OTTHUMT00000468106.1|ASMTL-AS1-201|ASMTL-AS1|553|antisense_RNA|	ENST00000419737.7_PAR_Y|ENSG00000236017.8_PAR_Y|OTTHUMG00000021056.3|OTTHUMT00000468106.1|ASMTL-AS1-201|ASMTL-AS1|553|antisense_RNA|
ENST00000636189.1|ENSG00000184906.10|OTTHUMG00000066754.5|OTTHUMT00000490359.1|AMYH02020865.1-205|AMYH02020865.1|261|transcribed_unprocessed_pseudogene|	ENST00000635982.1|ENSG00000182021.10|OTTHUMG00000067266.5|OTTHUMT00000490366.1|AL591379.1-207|AL591379.1|261|transcribed_unprocessed_pseudogene|
ENST00000636189.1|ENSG00000184906.10|OTTHUMG00000066754.5|OTTHUMT00000490359.1|AMYH02020865.1-205|AMYH02020865.1|261|transcribed_unprocessed_pseudogene|	ENST00000623812.1|ENSG00000279955.3|OTTHUMG00000189281.1|OTTHUMT00000479277.1|AC129778.1-202|AC129778.1|261|transcribed_unprocessed_pseudogene|
ENST00000620428.1|ENSG00000185000.11|OTTHUMG00000174606.3|OTTHUMT00000426999.1|DGAT1-208|DGAT1|444|processed_transcript|	ENST00000525023.1|ENSG00000254690.1|OTTHUMG00000165271.1|OTTHUMT00000383142.1|AC233992.1-201|AC233992.1|444|antisense_RNA|
ENST00000579701.1|ENSG00000266504.1|OTTHUMG00000179213.1|OTTHUMT00000445302.1|AC091132.3-201|AC091132.3|470|transcribed_unprocessed_pseudogene|	ENST00000582765.1|ENSG00000266497.1|OTTHUMG00000179214.1|OTTHUMT00000445303.1|AC138645.1-201|AC138645.1|470|unprocessed_pseudogene|
ENST00000391310.1|ENSG00000212612.1|-|-|RNU6-1239P-201|RNU6-1239P|107|snRNA|	ENST00000391214.1|ENSG00000212516.1|-|-|RNU6-1268P-201|RNU6-1268P|107|snRNA|
ENST00000391310.1|ENSG00000212612.1|-|-|RNU6-1239P-201|RNU6-1239P|107|snRNA|	ENST00000390914.1|ENSG00000212216.1|-|-|RNU6-816P-201|RNU6-816P|107|snRNA|
ENST00000516164.1|ENSG00000251973.1|-|-|RNU6-473P-201|RNU6-473P|107|snRNA|	ENST00000515948.1|ENSG00000251757.1|-|-|RNU6-848P-201|RNU6-848P|107|snRNA|
ENST00000516164.1|ENSG00000251973.1|-|-|RNU6-473P-201|RNU6-473P|107|snRNA|	ENST00000516147.1|ENSG00000251956.1|-|-|RNU6-617P-201|RNU6-617P|107|snRNA|
ENST00000410698.2|ENSG00000222630.2|-|-|RN7SKP131-201|RN7SKP131|301|misc_RNA|	ENST00000363187.1|ENSG00000200057.1|-|-|RN7SKP63-201|RN7SKP63|301|misc_RNA|
ENST00000384287.1|ENSG00000207014.1|-|-|SNORD116-3-201|SNORD116-3|95|snoRNA|	ENST00000384000.1|ENSG00000206727.1|-|-|SNORD116-9-201|SNORD116-9|95|snoRNA|
ENST00000476066.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058829.1|WASH6P-207|WASH6P|720|processed_transcript|	ENST00000476066.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058829.1|WASH6P-207|WASH6P|720|processed_transcript|
ENST00000443929.6|ENSG00000236017.8|OTTHUMG00000021056.3|OTTHUMT00000313733.1|ASMTL-AS1-204|ASMTL-AS1|574|antisense_RNA|	ENST00000443929.6_PAR_Y|ENSG00000236017.8_PAR_Y|OTTHUMG00000021056.3|OTTHUMT00000313733.1|ASMTL-AS1-204|ASMTL-AS1|574|antisense_RNA|
ENST00000595689.2|ENSG00000268009.5|OTTHUMG00000022698.4|OTTHUMT00000476631.2|SSX4-201|SSX4|1221|protein_coding|	ENST00000595235.5|ENSG00000269791.5|OTTHUMG00000021497.3|OTTHUMT00000056510.3|SSX4B-201|SSX4B|1221|protein_coding|
ENST00000578843.2|ENSG00000276532.1|-|-|Metazoa_SRP.121-201|Metazoa_SRP|303|misc_RNA|	ENST00000620534.1|ENSG00000274747.1|-|-|RN7SL627P-201|RN7SL627P|303|misc_RNA|
ENST00000399083.1|ENSG00000197665.7|OTTHUMG00000059429.4|OTTHUMT00000440935.3|AC007952.1-202|AC007952.1|1173|antisense_RNA|	ENST00000631194.1|ENSG00000281856.1|OTTHUMG00000189705.1|OTTHUMT00000480776.1|AC106017.2-201|AC106017.2|1173|lincRNA|
ENST00000431238.7|ENSG00000228572.7|OTTHUMG00000046372.2|OTTHUMT00000107057.2|AL954722.1-201|AL954722.1|259|unprocessed_pseudogene|	ENST00000431238.7_PAR_Y|ENSG00000228572.7_PAR_Y|OTTHUMG00000046372.2|OTTHUMT00000107057.2|AL954722.1-201|AL954722.1|259|unprocessed_pseudogene|
ENST00000425740.7|ENSG00000236017.8|OTTHUMG00000021056.3|OTTHUMT00000313734.1|ASMTL-AS1-203|ASMTL-AS1|840|antisense_RNA|	ENST00000425740.7_PAR_Y|ENSG00000236017.8_PAR_Y|OTTHUMG00000021056.3|OTTHUMT00000313734.1|ASMTL-AS1-203|ASMTL-AS1|840|antisense_RNA|
ENST00000389641.8|ENSG00000176155.18|OTTHUMG00000140396.8|OTTHUMT00000277182.3|CCDC57-202|CCDC57|3000|protein_coding|	ENST00000392347.5|ENSG00000176155.18|OTTHUMG00000140396.8|-|CCDC57-206|CCDC57|3000|protein_coding|
ENST00000517021.2|ENSG00000252830.2|-|-|5S_rRNA.3-201|5S_rRNA|110|rRNA|	ENST00000621941.1|ENSG00000276442.1|-|-|5S_rRNA.18-201|5S_rRNA|110|rRNA|
ENST00000517021.2|ENSG00000252830.2|-|-|5S_rRNA.3-201|5S_rRNA|110|rRNA|	ENST00000410922.1|ENSG00000222854.1|-|-|RNA5SP59-201|RNA5SP59|110|rRNA|
ENST00000517021.2|ENSG00000252830.2|-|-|5S_rRNA.3-201|5S_rRNA|110|rRNA|	ENST00000612131.1|ENSG00000276861.1|-|-|5S_rRNA.19-201|5S_rRNA|110|rRNA|
ENST00000517021.2|ENSG00000252830.2|-|-|5S_rRNA.3-201|5S_rRNA|110|rRNA|	ENST00000410903.1|ENSG00000222835.1|-|-|RNA5SP100-201|RNA5SP100|110|rRNA|
